66.41.24.222	09:42 am  Wednesday November 24, 2010	30	1	  TWO HARBORS MN                        
66.41.24.222	09:43 am  Wednesday November 24, 2010	30	2	  TWO HARBORS MN                        
166.4.225.219	01:10 pm  Wednesday November 24, 2010	30	24	  MENA AR                               
166.4.225.219	01:25 pm  Wednesday November 24, 2010	30	110	  MENA AR                               
166.4.225.219	01:27 pm  Wednesday November 24, 2010	30	41	  MENA AR                               
166.4.225.219	01:29 pm  Wednesday November 24, 2010	30	42	  MENA AR                               
166.4.225.219	01:31 pm  Wednesday November 24, 2010	30	28	  MENA AR                               
166.5.81.92	07:45 am  Wednesday December 1, 2010	30	1	  WILLOWS CA                            
166.5.81.92	07:47 am  Wednesday December 1, 2010	30	1	  WILLOWS CA                            
166.5.81.92	07:48 am  Wednesday December 1, 2010	5	1	  WILLOWS CA                            
166.5.81.92	07:49 am  Wednesday December 1, 2010	5	1	  WILLOWS CA                            
129.101.145.211	09:13 am  Wednesday December 1, 2010	30	5	  MOSCOW U OF I ID +                    
129.101.61.94	10:20 am  Wednesday December 1, 2010	30	5	  Moscow Mt. +                          
129.101.95.236	10:20 am  Wednesday December 1, 2010	30	5	  Moscow Mtn +                          
129.101.63.138	10:21 am  Wednesday December 1, 2010	30	5	  Hang- Moscow UI +                     
216.98.246.157	11:23 pm  Wednesday December 1, 2010	30	3	  SAINT MARIES ID mountain + +          
166.7.111.3	11:14 am  Thursday December 2, 2010	30	2	  Griffin Burns +                       
159.121.9.50	11:40 am  Thursday December 2, 2010	30	5	  NEWPORT OR                            
166.2.64.157	07:47 am  Monday December 6, 2010	30	3	  Iron Springs +                        
166.2.64.157	07:49 am  Monday December 6, 2010	30	3	  Iron Springs +                        
166.2.64.157	09:51 am  Monday December 6, 2010	30	23	  Bridge Salvage Sale Analysis +        
166.2.64.157	10:57 am  Monday December 6, 2010	30	51	  Bridge Salvage Sale Analysis +        
161.7.102.163	01:31 pm  Monday December 6, 2010	30	75	  DRUMMOND AVIATION MT                  
166.7.133.89	10:41 am  Tuesday December 7, 2010	30	7	  SEELEY LAKE RS MT 22.55 +             
166.7.133.89	10:45 am  Tuesday December 7, 2010	30	9	  MOSCOW U OF I ID                      
166.7.133.89	10:51 am  Tuesday December 7, 2010	30	9	  MOSCOW U OF I ID                      
166.7.133.89	11:07 am  Tuesday December 7, 2010	30	19	  MOSCOW U OF I ID                      
166.7.133.89	11:11 am  Tuesday December 7, 2010	30	19	  MOSCOW U OF I ID                      
166.7.133.89	11:22 am  Tuesday December 7, 2010	30	50	  MOSCOW U OF I ID                      
166.7.133.89	11:27 am  Tuesday December 7, 2010	30	50	  MOSCOW U OF I ID                      
161.7.81.99	02:34 pm  Thursday December 9, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.89.229	02:47 pm  Thursday December 9, 2010	30	6	  DRUMMOND AVIATION MT                  
166.7.111.3	03:25 pm  Thursday December 9, 2010	30	2	  Griffin Burns +                       
166.7.111.3	03:25 pm  Thursday December 9, 2010	30	2	  Griffin Burns +                       
161.7.89.229	03:26 pm  Thursday December 9, 2010	30	19	  DRUMMOND AVIATION MT                  
166.7.111.3	03:26 pm  Thursday December 9, 2010	30	2	  Griffin Burns +                       
161.7.79.151	04:12 pm  Thursday December 9, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.79.151	04:19 pm  Thursday December 9, 2010	30	21	  COMBINATION_SNOTEL_410 MT             
161.7.79.151	04:29 pm  Thursday December 9, 2010	30	24	  COMBINATION_SNOTEL_410 MT             
166.6.180.81	09:57 am  Friday December 10, 2010	50	5	  DryOrr +                              
166.7.111.3	02:04 pm  Monday December 13, 2010	30	60	  Griffin Burns +                       
161.7.77.21	03:13 pm  Monday December 13, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.77.21	03:56 pm  Monday December 13, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.106.246	08:32 am  Wednesday December 15, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.89.138	08:42 am  Wednesday December 15, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.89.138	09:03 am  Wednesday December 15, 2010	30	3	  DRUMMOND AVIATION MT                  
161.7.89.138	09:04 am  Wednesday December 15, 2010	30	3	  DRUMMOND AVIATION MT                  
161.7.89.138	09:12 am  Wednesday December 15, 2010	30	4	  DRUMMOND AVIATION MT                  
161.7.89.138	09:22 am  Wednesday December 15, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.89.138	09:26 am  Wednesday December 15, 2010	30	4	  DRUMMOND AVIATION MT                  
161.7.91.33	09:48 am  Wednesday December 15, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	09:51 am  Wednesday December 15, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	09:54 am  Wednesday December 15, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	09:55 am  Wednesday December 15, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	09:55 am  Wednesday December 15, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	09:56 am  Wednesday December 15, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:00 am  Wednesday December 15, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:06 am  Wednesday December 15, 2010	30	4	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:11 am  Wednesday December 15, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:12 am  Wednesday December 15, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:14 am  Wednesday December 15, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:15 am  Wednesday December 15, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:19 am  Wednesday December 15, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:20 am  Wednesday December 15, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:21 am  Wednesday December 15, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:28 am  Wednesday December 15, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.91.33	10:37 am  Wednesday December 15, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.78.9	12:37 pm  Wednesday December 15, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.78.9	12:45 pm  Wednesday December 15, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.78.9	12:58 pm  Wednesday December 15, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.78.9	01:05 pm  Wednesday December 15, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.78.9	01:12 pm  Wednesday December 15, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.78.9	01:17 pm  Wednesday December 15, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.78.9	01:24 pm  Wednesday December 15, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
166.7.111.3	08:06 am  Monday December 20, 2010	30	2	  Griffin Burns +                       
199.144.13.220	12:39 pm  Monday December 20, 2010	30	5	  PRESQUE ISLE ME                       
199.144.13.220	12:58 pm  Monday December 20, 2010	30	4	  PRESQUE ISLE ME                       
161.7.91.143	01:05 pm  Monday December 20, 2010	30	4	  DRUMMOND AVIATION MT                  
161.7.91.143	01:05 pm  Monday December 20, 2010	30	4	  DRUMMOND AVIATION MT                  
161.7.91.143	01:06 pm  Monday December 20, 2010	30	4	  DRUMMOND AVIATION MT                  
161.7.91.143	01:21 pm  Monday December 20, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.91.143	01:22 pm  Monday December 20, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.91.143	01:48 pm  Monday December 20, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.143	01:49 pm  Monday December 20, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.143	01:50 pm  Monday December 20, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.91.143	01:51 pm  Monday December 20, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
199.144.13.220	05:44 am  Tuesday December 21, 2010	30	4	  PRESQUE ISLE ME                       
199.144.13.220	06:02 am  Tuesday December 21, 2010	30	4	  PRESQUE ISLE ME                       
199.144.13.220	06:03 am  Tuesday December 21, 2010	30	4	  PRESQUE ISLE ME                       
199.144.13.220	06:05 am  Tuesday December 21, 2010	30	4	  PRESQUE ISLE ME                       
199.144.13.220	06:13 am  Tuesday December 21, 2010	30	4	  PRESQUE ISLE ME                       
199.144.13.220	06:16 am  Tuesday December 21, 2010	30	4	  PRESQUE ISLE ME                       
199.144.13.220	06:18 am  Tuesday December 21, 2010	30	4	  PRESQUE ISLE ME                       
199.144.13.220	06:27 am  Tuesday December 21, 2010	30	4	  PRESQUE ISLE ME                       
199.144.13.220	06:27 am  Tuesday December 21, 2010	30	4	  PRESQUE ISLE ME                       
199.144.13.220	06:34 am  Tuesday December 21, 2010	30	4	  PRESQUE ISLE ME                       
199.144.13.220	06:54 am  Tuesday December 21, 2010	30	1	  PRESQUE ISLE ME                       
166.7.111.3	07:12 am  Tuesday December 21, 2010	30	91	  Griffin Burns +                       
166.7.111.3	08:43 am  Tuesday December 21, 2010	30	1	  Griffin Burns +                       
161.7.89.232	09:38 am  Tuesday December 21, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.89.232	09:40 am  Tuesday December 21, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.89.232	09:42 am  Tuesday December 21, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.84.200	12:45 pm  Tuesday December 21, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.84.200	12:50 pm  Tuesday December 21, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.84.200	12:52 pm  Tuesday December 21, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.84.200	12:55 pm  Tuesday December 21, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.84.200	12:56 pm  Tuesday December 21, 2010	30	3	  DRUMMOND AVIATION MT                  
161.7.84.200	12:58 pm  Tuesday December 21, 2010	30	4	  DRUMMOND AVIATION MT                  
161.7.98.71	01:01 pm  Tuesday December 21, 2010	30	3	  DRUMMOND AVIATION MT                  
161.7.98.71	01:03 pm  Tuesday December 21, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.98.71	01:04 pm  Tuesday December 21, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.98.71	01:05 pm  Tuesday December 21, 2010	30	4	  DRUMMOND AVIATION MT                  
161.7.98.71	01:13 pm  Tuesday December 21, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:14 pm  Tuesday December 21, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:15 pm  Tuesday December 21, 2010	30	4	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:17 pm  Tuesday December 21, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:19 pm  Tuesday December 21, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:20 pm  Tuesday December 21, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:21 pm  Tuesday December 21, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:22 pm  Tuesday December 21, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:23 pm  Tuesday December 21, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:24 pm  Tuesday December 21, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:25 pm  Tuesday December 21, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:26 pm  Tuesday December 21, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:27 pm  Tuesday December 21, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:28 pm  Tuesday December 21, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:29 pm  Tuesday December 21, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:30 pm  Tuesday December 21, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:31 pm  Tuesday December 21, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:32 pm  Tuesday December 21, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:34 pm  Tuesday December 21, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:35 pm  Tuesday December 21, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:36 pm  Tuesday December 21, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:37 pm  Tuesday December 21, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:37 pm  Tuesday December 21, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.98.71	01:39 pm  Tuesday December 21, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
166.7.136.95	09:32 am  Wednesday December 22, 2010	30	5	  EFM upper +                           
166.7.136.95	09:35 am  Wednesday December 22, 2010	30	5	  EFM upper +                           
166.7.136.95	10:18 am  Wednesday December 22, 2010	30	13	  EFM upper +                           
166.7.136.95	10:23 am  Wednesday December 22, 2010	30	13	  EFM upper +                           
166.7.136.95	10:29 am  Wednesday December 22, 2010	30	13	  EFM upper +                           
166.7.136.95	10:34 am  Wednesday December 22, 2010	30	13	  EFM upper +                           
161.7.88.123	01:27 pm  Wednesday December 22, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.89.146	01:44 pm  Wednesday December 22, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.89.146	01:48 pm  Wednesday December 22, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
174.44.185.154	07:53 pm  Monday December 27, 2010	50	12	  DIVIDE 2 NW MT N-Gravellys +          
161.7.86.60	09:03 am  Wednesday December 29, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.86.60	09:05 am  Wednesday December 29, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.86.60	09:06 am  Wednesday December 29, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.86.60	09:07 am  Wednesday December 29, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.86.60	09:08 am  Wednesday December 29, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.86.60	09:09 am  Wednesday December 29, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.86.60	09:11 am  Wednesday December 29, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.86.60	09:12 am  Wednesday December 29, 2010	30	3	  DRUMMOND AVIATION MT                  
161.7.86.60	09:13 am  Wednesday December 29, 2010	30	4	  DRUMMOND AVIATION MT                  
161.7.86.60	09:15 am  Wednesday December 29, 2010	30	3	  DRUMMOND AVIATION MT                  
161.7.86.60	09:16 am  Wednesday December 29, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.86.60	09:17 am  Wednesday December 29, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.86.60	09:18 am  Wednesday December 29, 2010	30	4	  DRUMMOND AVIATION MT                  
161.7.86.60	09:20 am  Wednesday December 29, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:21 am  Wednesday December 29, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:22 am  Wednesday December 29, 2010	30	4	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:24 am  Wednesday December 29, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:25 am  Wednesday December 29, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:26 am  Wednesday December 29, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:27 am  Wednesday December 29, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:28 am  Wednesday December 29, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:33 am  Wednesday December 29, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:34 am  Wednesday December 29, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:35 am  Wednesday December 29, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:36 am  Wednesday December 29, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:37 am  Wednesday December 29, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:37 am  Wednesday December 29, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:39 am  Wednesday December 29, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:40 am  Wednesday December 29, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:41 am  Wednesday December 29, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:42 am  Wednesday December 29, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:43 am  Wednesday December 29, 2010	30	1	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:44 am  Wednesday December 29, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:44 am  Wednesday December 29, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:45 am  Wednesday December 29, 2010	30	2	  COMBINATION_SNOTEL_410 MT             
161.7.86.60	09:46 am  Wednesday December 29, 2010	30	3	  COMBINATION_SNOTEL_410 MT             
174.44.185.154	12:06 pm  Friday December 31, 2010	50	12	  DIVIDE 2 NW MT N-Gravellys +          
174.44.185.154	12:17 pm  Friday December 31, 2010	50	10	  DIVIDE 2 NW MT N-Gravellys +          
